Categorias,Perfis,Serviços,URL
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Cidadão / Órgão Governamental,Documento de arrecadação do estado de Mato Grosso do Sul (DAEMS) – emissão,https://www.catalogo.sefaz.ms.gov.br/documento-de-arrecadacao-do-estado-de-mato-grosso-do-sul-daems-emissao/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;RESTITUIÇÕES;Restituições - Geral,Cidadão / Órgão Governamental,Restituição/Ressarcimento de indébito tributário – pedido,https://www.catalogo.sefaz.ms.gov.br/restituicao-ressarcimento-de-indebito-tributario-pedido/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,Cidadão / Órgão Governamental,"ICMS – cálculo para recolhimento espontâneo (Normal, Transporte, Equalização e Substituição Tributária)",https://www.catalogo.sefaz.ms.gov.br/icms-calculo-para-recolhimento-espontaneo-normal-transporte-equalizacao-e-substituicao-tributaria/
Cidadão / Governo / Geral;Outras solicitações - Geral,Cidadão / Órgão Governamental,Valor real pesquisado – VRP / PMPF – Preço médio ponderado ao consumidor final – atualização da lista do preço médio ponderado,https://www.catalogo.sefaz.ms.gov.br/valor-real-pesquisado-vrp-pmpf-preco-medio-ponderado-ao-consumidor-final-atualizacao-da-lista-do-preco-medio-ponderado/
Certidões - Geral;Cidadão / Governo / Geral,Cidadão / Órgão Governamental,Certidão tributária estadual – emissão (certidão negativa de débitos estaduais),https://www.catalogo.sefaz.ms.gov.br/certidao-tributaria-estadual-emissao-certidao-negativa-de-debitos-estaduais/
Cidadão / Governo / Geral;Procurações - Geral,Cidadão / Órgão Governamental,Procuração – comunicação de cancelamento,https://www.catalogo.sefaz.ms.gov.br/procuracao-comunicacao-de-cancelamento/
Benefícios Fiscais - geral;Cidadão / Governo / Geral;Fiscalização;ITCD-Geral;Parcelamentos - fiscalização,Cidadão / Órgão Governamental,ITCD – pedido de parcelamento de débito (PPD),https://www.catalogo.sefaz.ms.gov.br/itcd-pedido-de-parcelamento-de-debito-ppd/
Cidadão / Governo / Geral;IPVA,Cidadão / Órgão Governamental,IPVA – imunidade,https://www.catalogo.sefaz.ms.gov.br/ipva-imunidade/
Cidadão / Governo / Geral;IPVA;Notícias,Cidadão / Órgão Governamental,IPVA – leilão – desvinculação de débitos anteriores – particulares,https://www.catalogo.sefaz.ms.gov.br/ipva-leilao-desvinculacao-de-debitos-anteriores-particulares/
Cidadão / Governo / Geral;GERAL;IPVA,Cidadão / Órgão Governamental,IPVA – cancelamento de débito – inutilização ou perecimento,https://www.catalogo.sefaz.ms.gov.br/ipva-cancelamento-de-debito-inutilizacao-ou-perecimento/
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Benefícios Fiscais - geral;Cidadão / Governo / Geral;Comércio Indústria e Serviços,Cidadão / Órgão Governamental,ICMS – prorrogação de prazo para retorno de mercadorias ou bens remetidos ou recebidos com suspensão ou não incidência do imposto,https://www.catalogo.sefaz.ms.gov.br/icms-prorrogacao-de-prazo-para-retorno-de-mercadorias-ou-bens-remetidos-ou-recebidos-com-suspensao-ou-nao-incidencia-do-imposto/
Benefícios Fiscais - geral;Cidadão / Governo / Geral,Cidadão / Órgão Governamental,ICMS importação – isenção sobre operações de importação de bens destinados à pesquisa científica e tecnológica,https://www.catalogo.sefaz.ms.gov.br/icms-isencao-sobre-as-operacoes-de-importacao-de-bens-destinados-a-pesquisa-cientifica-e-tecnologica/
Benefícios Fiscais - geral;Cidadão / Governo / Geral,Cidadão / Órgão Governamental,ICMS – isenção na aquisição de automóvel novo de passageiros para taxista,https://www.catalogo.sefaz.ms.gov.br/icms-isencao-na-aquisicao-de-automovel-de-passageiros-para-taxista/
Cidadão / Governo / Geral;Consulta Tributária - Geral,Cidadão / Órgão Governamental,Consulta tributária,https://www.catalogo.sefaz.ms.gov.br/consulta-tributaria/
Benefícios Fiscais - geral;Cidadão / Governo / Geral,Cidadão / Órgão Governamental,ICMS – isenção na aquisição de motocicleta nova para mototaxista ou moto-entregador,https://www.catalogo.sefaz.ms.gov.br/icms-isencao-do-icms-nas-aquisicoes-de-motocicleta-para-mototaxista-ou-moto-entregador/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Cidadão / Órgão Governamental,Documento de arrecadação do estado de Mato Grosso do Sul (DAEMS) – retificação ou apostilamento,https://www.catalogo.sefaz.ms.gov.br/documento-de-arrecadacao-do-estado-de-mato-grosso-do-sul-daems-retificacao-ou-apostilamento/
Benefícios Fiscais - geral;Cidadão / Governo / Geral,Cidadão / Órgão Governamental,"ICMS – liberação da entrada de mercadorias procedentes de outras unidades da federação e destinadas à demonstração em feiras e eventos realizados no estado, com suspensão da cobrança do ICMS",https://www.catalogo.sefaz.ms.gov.br/icms-liberacao-da-entrada-de-mercadorias-procedentes-de-outras-unidades-da-federacao-e-destinadas-a-demonstracao-em-feiras-e-eventos-realizados-no-estado-com-suspensao-da-cobranca-do-icms/
Cidadão / Governo / Geral;GERAL;IPVA,Cidadão / Órgão Governamental,IPVA – restituição de pagamento indevido,https://www.catalogo.sefaz.ms.gov.br/ipva-restituicao-de-pagamento-indevido/
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Benefícios Fiscais - geral;Cidadão / Governo / Geral;Comércio Indústria e Serviços,Cidadão / Órgão Governamental,Guia para liberação de mercadoria estrangeira sem comprovação do recolhimento do ICMS (GLME) – análise e concessão de visto,https://www.catalogo.sefaz.ms.gov.br/guia-de-liberacao-de-mercadoria-estrangeira-sem-comprovacao-do-recolhimento-do-icms-glme-analise-e-concessao-de-visto/
Cidadão / Governo / Geral;IPVA,Cidadão / Órgão Governamental,IPVA – redução p/ pessoa com deficiência (PCD),https://www.catalogo.sefaz.ms.gov.br/ipva-reducao-p-pessoa-com-deficiencia-pcd/
Cidadão / Governo / Geral;IPVA,Cidadão / Órgão Governamental,IPVA – redução da base de cálculo do IPVA para veículos de Frotista,https://www.catalogo.sefaz.ms.gov.br/ipva-reducao-da-base-de-calculo-do-ipva-para-veiculos-de-frotista/
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Benefícios Fiscais - geral;Cidadão / Governo / Geral;Comércio Indústria e Serviços,Cidadão / Órgão Governamental,Denúncia Espontânea – solicitação,https://www.catalogo.sefaz.ms.gov.br/denuncia-espontanea-solicitacao/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Cidadão / Órgão Governamental,Nota fiscal avulsa eletrônica (NFA-e) – emissão,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-emissao/
Autuações/Notificações - Fiscalização;Fiscalização,Autuações/Notificações - Fiscalização,Termo de verificação fiscal de exportação (TVF-Exportação) – baixa,https://www.catalogo.sefaz.ms.gov.br/termo-de-verificacao-fiscal-de-exportacao-tvf-exportacao-baixa/
Autuações/Notificações - Fiscalização;Fiscalização,Autuações/Notificações - Fiscalização,"Auto de Lançamento e de Imposição de Multa (ALIM), mod. 2 – solicitação de lavratura referente a termo de apreensão (TA), conforme art. 4º da Instrução Normativa/SAT Nº 001, de 23 de janeiro de 2020",https://www.catalogo.sefaz.ms.gov.br/auto-de-lancamento-e-de-imposicao-de-multa-alim-mod-2-solicitacao-de-lavratura-referente-a-termo-de-apreensao-ta-conforme-art-4o-da-instrucao-normativa-sat-no-001-de-23-de-janeiro-d/
Autuações / Notificações;Autuações/Notificações - Fiscalização;Autuações/Notificações - Geral;Cidadão / Governo / Geral;Fiscalização,Autuações/Notificações - Fiscalização,"Auto de lançamento e de imposição de multa (ALIM), mod. 1 – solicitação de lavratura",https://www.catalogo.sefaz.ms.gov.br/auto-de-lancamento-e-de-imposicao-de-multa-alim-mod-1-solicitacao-de-lavratura/
Autuações / Notificações;Autuações/Notificações - Fiscalização;Cidadão / Governo / Geral;Fiscalização,Autuações/Notificações - Fiscalização,"Auto de Lançamento e de Imposição de Multa (ALIM), mod. 2 – solicitação de lavratura referente a TVF e/ou TA",https://www.catalogo.sefaz.ms.gov.br/auto-de-lancamento-e-de-imposicao-de-multa-alim-mod-2-solicitacao-de-lavratura-referente-a-tvf-e-ou-ta/
Autuações/Notificações - Fiscalização;Fiscalização,Autuações/Notificações - Fiscalização,Termo de Verificação Fiscal (TVF) ou Termo de Apreensão (TA) – baixa ou alteração,https://www.catalogo.sefaz.ms.gov.br/termo-de-verificacao-fiscal-tvf-ou-termo-de-apreensao-ta-baixa-ou-alteracao/
Autuações/Notificações - Fiscalização;Fiscalização,Autuações/Notificações - Fiscalização,Pendências fiscais e/ou cadastrais – regularização,https://www.catalogo.sefaz.ms.gov.br/pendencias-fiscais-e-ou-cadastrais-regularizacao/
Autuações/Notificações - Fiscalização;Fiscalização,Autuações/Notificações - Fiscalização,Mercadoria recolhida para leilão – entrega ou liberação,https://www.catalogo.sefaz.ms.gov.br/mercadoria-recolhida-para-leilao-entrega-ou-liberacao/
Autuações/Notificações - Fiscalização;Fiscalização,Autuações/Notificações - Fiscalização,Auto de cientificação (ACT) – prorrogação de prazo para pagamento,https://www.catalogo.sefaz.ms.gov.br/auto-de-cientificacao-act-prorrogacao-de-prazo-para-pagamento/
